Customer_Id,Birth_Year,Education_Quallification,Marital_Status, Income ,No_of_Kids,No_of_Teens,Date_Of_Response,Recency(days),Amount_spent_on_Wines,Amount_spent_on_Fruits,Amount_spent_on_Meat_Products,Amount_spent_on_Fish_Products,Amount_spent_on_Sweet_Products,Amount_spent_on_Gold_Products,Purchases_with_Discount,Online_Purchases,Catalog_Purchases,Store_Purchases,Monthly_Web_Visits,Accepted_Cmp3,Accepted_Cmp4,Accepted_Cmp5,Accepted_Cmp1,Accepted_Cmp2,Response,Complain,Country
1381,1982,PhD,Single,"$38,513 ",1,0,28/01/2014,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,1,0,Spain
10951,1968,Graduation,Married,"$45,688 ",0,1,25/01/2014,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,Spain
4322,1958,PhD,relationship,"$77,863 ",0,0,27/11/2013,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,Spain
7444,1969,postgraduate,Married,"$42,169 ",1,1,19/10/2013,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,Spain
2942,1964,Graduation,Single,"$45,906 ",0,1,5/7/2013,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,Spain
2874,1988,postgraduate,Divorced,"$35,388 ",1,0,3/7/2013,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,Saudi Arabia
3667,1969,Graduation,Married,"$80,952 ",0,0,28/02/2013,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,1,0,Germany
3697,1954,Graduation,relationship,"$39,898 ",0,1,2/12/2013,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,Canada
9955,1954,Graduation,relationship,"$39,898 ",0,1,2/12/2013,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,Spain
5320,1973,postgraduate,Divorced,"$44,051 ",1,1,29/01/2013,20,79,7,58,6,3,18,4,3,1,4,6,0,0,0,0,0,1,0,Saudi Arabia
6422,1954,Graduation,Married,"$86,718 ",0,0,17/01/2013,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,0,India
3690,1986,postgraduate,Married,"$80,141 ",0,0,1/11/2013,20,1184,102,673,52,40,40,1,7,4,10,6,0,0,1,0,0,1,0,Spain
2408,1976,Graduation,Married,"$58,597 ",1,1,20/11/2012,20,490,0,184,10,28,21,12,7,4,9,7,0,0,0,0,0,0,0,India
9260,1945,PhD,Married,"$70,356 ",0,0,11/5/2012,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,0,Canada
9648,1967,Graduation,Single,"$46,904 ",1,1,11/3/2012,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,Spain
4939,1946,Graduation,relationship,"$37,760 ",0,0,31/08/2012,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,United States
8652,1946,Graduation,relationship,"$37,760 ",0,0,31/08/2012,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,Saudi Arabia
4702,1964,Graduation,Single,"$61,839 ",0,0,8/12/2012,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,Spain
2587,1972,PhD,Married,"$29,791 ",1,0,15/05/2014,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,0,Australia
2811,1963,PhD,Single,"$48,918 ",1,1,4/12/2014,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,Spain
9150,1963,PhD,Single,"$48,918 ",1,1,4/12/2014,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,Spain
10127,1965,Graduation,Married,"$58,692 ",0,1,4/6/2014,21,301,11,61,4,7,11,1,8,2,4,7,0,0,0,0,0,0,0,Canada
5493,1976,Graduation,Married,"$39,356 ",1,1,19/03/2014,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,Spain
2666,1972,postgraduate,Married,"$76,234 ",0,1,2/6/2014,21,519,50,167,130,0,41,1,8,3,11,3,0,1,0,0,0,0,0,Canada
10099,1984,Graduation,Married,"$55,434 ",1,0,10/5/2013,21,238,115,215,169,69,76,3,5,3,13,4,0,0,0,0,0,0,0,Saudi Arabia
10562,1946,postgraduate,Married,"$66,835 ",0,0,28/09/2013,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,India
7881,1946,postgraduate,Married,"$66,835 ",0,0,28/09/2013,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,Spain
6721,1951,Graduation,Married,"$71,965 ",0,1,29/07/2013,21,572,19,286,50,38,248,3,6,3,5,3,0,0,0,0,0,0,0,Canada
5204,1971,Graduation,relationship,"$74,538 ",0,0,29/06/2013,21,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,1,0,Spain
5209,1954,Graduation,Divorced,"$50,002 ",0,1,17/06/2013,21,443,5,71,21,16,82,2,8,2,7,7,0,0,0,0,0,0,0,Saudi Arabia
10128,1958,Graduation,relationship,"$53,977 ",0,1,6/8/2013,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,Canada
9284,1958,Graduation,relationship,"$53,977 ",0,1,6/8/2013,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,Spain
8643,1971,Graduation,relationship,"$69,930 ",0,0,26/05/2013,21,252,98,827,219,70,196,1,4,5,12,3,0,0,0,0,0,0,0,India
1685,1967,PhD,relationship,"$62,981 ",0,0,17/03/2013,21,796,14,590,38,44,0,1,4,5,13,3,0,1,0,0,0,0,0,Canada
2877,1974,postgraduate,relationship,"$46,014 ",1,1,21/01/2013,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,Saudi Arabia
8369,1987,Graduation,relationship,"$18,227 ",1,0,11/8/2012,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,0,Spain
6233,1976,Graduation,Married,"$65,991 ",0,1,9/7/2012,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,0,Spain
195,1972,Graduation,Single,"$38,808 ",1,0,26/08/2012,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,1,0,Spain
1501,1982,PhD,Married,"$160,803 ",0,0,8/4/2012,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,United States
10846,1978,postgraduate,Married,"$43,783 ",1,0,29/05/2014,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,0,Canada
8341,1969,PhD,Married,"$30,396 ",1,0,30/04/2014,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,1,0,Spain
10766,1964,PhD,Married,"$65,526 ",0,1,4/11/2014,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,Spain
9971,1964,PhD,Married,"$65,526 ",0,1,4/11/2014,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,Saudi Arabia
1740,1944,Graduation,Married,"$55,956 ",0,0,4/7/2014,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,Spain
8737,1978,Graduation,Divorced,"$55,563 ",0,1,4/5/2014,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0,Spain
6466,1965,PhD,Married,"$57,236 ",1,1,3/12/2014,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,Spain
10430,1973,Graduation,Divorced,"$89,694 ",1,1,10/9/2013,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,Australia
8773,1971,postgraduate,relationship,"$57,420 ",0,1,25/06/2013,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,0,United States
2371,1972,Graduation,Married,"$33,622 ",1,1,13/04/2013,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0,Germany
7786,1986,PhD,Single,"$29,999 ",1,0,13/02/2013,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,Spain
4088,1962,PhD,relationship,"$31,497 ",0,1,12/6/2012,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,Spain
4971,1962,PhD,relationship,"$31,497 ",0,1,12/6/2012,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,Saudi Arabia
10560,1980,PhD,Single,"$36,802 ",1,0,16/06/2014,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,Spain
6892,1968,Graduation,Divorced,"$61,671 ",0,1,6/3/2014,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,Spain
11004,1893,postgraduate,Single,"$60,182 ",0,1,17/05/2014,23,8,0,5,7,0,2,1,1,0,2,4,0,0,0,0,0,0,0,Saudi Arabia
1818,1971,PhD,relationship,"$29,732 ",1,0,25/03/2014,23,25,0,8,0,1,4,1,2,0,2,9,0,0,0,0,0,0,0,Canada
9485,1986,PhD,Married,"$45,921 ",0,0,3/10/2014,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,0,Saudi Arabia
6646,1984,Graduation,relationship,"$16,529 ",1,0,3/1/2014,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,0,Canada
4248,1960,postgraduate,Single,"$98,777 ",0,0,17/02/2014,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,Spain
7451,1960,postgraduate,Single,"$98,777 ",0,0,17/02/2014,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,Spain
7861,1952,postgraduate,Married,"$77,027 ",0,1,2/5/2014,23,820,57,242,45,0,11,2,8,3,6,4,0,0,0,0,0,0,0,Spain
5232,1965,Graduation,Married,"$69,139 ",0,1,27/01/2014,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,Spain
3011,1965,Graduation,Married,"$69,139 ",0,1,27/01/2014,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,Saudi Arabia
5758,1982,Graduation,Married,"$65,169 ",0,0,14/01/2014,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,1,0,Spain
2173,1952,Graduation,Widow,"$40,049 ",0,1,16/10/2013,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0,Spain
10711,1945,Graduation,Married,"$69,755 ",0,0,10/2/2013,23,217,77,373,111,23,93,1,3,6,12,1,0,0,0,0,0,0,0,Saudi Arabia
2782,1961,PhD,Married,"$54,456 ",0,1,7/11/2013,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,Spain
9432,1977,Graduation,relationship,"$666,666 ",1,0,6/2/2013,23,9,14,18,8,1,12,4,3,1,3,6,0,0,0,0,0,0,0,Saudi Arabia
5872,1951,Graduation,Single,"$60,689 ",0,1,6/1/2013,23,240,90,216,63,6,24,4,4,4,10,3,0,0,0,0,0,0,0,United States
11187,1978,Basic,Single,"$26,487 ",1,0,20/05/2013,23,2,8,10,12,14,23,3,2,1,3,5,0,0,0,0,0,0,0,Canada
2428,1970,Graduation,Married,"$28,164 ",1,0,5/4/2013,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,0,Germany
1726,1970,Graduation,Single,"$22,585 ",0,0,18/03/2013,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,1,0,Spain
1802,1971,Graduation,Married,"$64,795 ",0,1,17/01/2013,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,Spain
1162,1987,PhD,Single,"$42,000 ",0,0,1/10/2013,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,1,0,Spain
10643,1987,PhD,Single,"$42,000 ",0,0,1/10/2013,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,1,0,Australia
11112,1966,Graduation,relationship,"$70,713 ",0,1,12/3/2012,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0,Spain
2114,1946,PhD,Single,"$82,800 ",0,0,24/11/2012,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,1,0,United States
4261,1946,PhD,Single,"$82,800 ",0,0,24/11/2012,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,1,0,Saudi Arabia
2457,1975,Basic,Married,"$30,801 ",0,1,26/10/2012,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,Spain
2495,1974,postgraduate,Married,"$83,891 ",0,1,20/06/2014,24,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,0,Spain
6983,1950,postgraduate,Divorced,"$38,054 ",1,1,5/1/2014,24,23,2,17,2,1,0,2,2,0,3,7,0,0,0,0,0,0,0,India
3436,1969,Graduation,Married,"$14,045 ",1,0,26/01/2014,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0,Spain
7505,1957,PhD,Married,"$44,155 ",1,1,19/01/2014,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,Spain
4286,1970,PhD,Single,"$57,642 ",0,1,1/9/2014,24,580,6,58,8,0,27,3,7,6,6,4,1,0,0,0,0,0,0,India
7224,1977,Graduation,Married,"$31,353 ",1,1,29/12/2013,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,0,India
6215,1977,Graduation,Married,"$31,353 ",1,1,29/12/2013,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,1,0,Saudi Arabia
968,1968,postgraduate,Divorced,"$41,335 ",1,0,26/12/2013,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,Australia
4096,1968,postgraduate,Divorced,"$41,335 ",1,0,26/12/2013,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,United States
3153,1957,PhD,Single,"$40,737 ",2,1,12/8/2013,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,Saudi Arabia
6504,1975,postgraduate,relationship,"$19,789 ",1,0,20/11/2013,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,0,Spain
5329,1949,PhD,Divorced,"$35,946 ",1,1,27/09/2013,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,Australia
1175,1983,postgraduate,Married,"$36,262 ",0,0,20/09/2013,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,1,0,Spain
1377,1954,postgraduate,Widow,"$44,551 ",0,1,31/08/2013,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,Saudi Arabia
4607,1959,Graduation,relationship,"$71,367 ",0,0,23/08/2013,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,Spain
4944,1959,Graduation,relationship,"$71,367 ",0,0,23/08/2013,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,Spain
9483,1959,Graduation,relationship,"$57,957 ",0,1,19/08/2013,24,290,59,177,77,5,29,7,4,6,8,3,0,0,0,0,0,0,1,Canada
1378,1972,postgraduate,relationship,"$50,334 ",0,1,24/07/2013,24,284,16,160,84,16,134,6,7,4,6,6,0,0,0,0,0,0,0,Saudi Arabia
5991,1949,postgraduate,Married,"$48,150 ",0,1,6/8/2013,24,173,2,39,3,2,47,3,5,1,4,7,0,0,0,0,0,0,0,Germany
2807,1969,Graduation,Married,"$56,796 ",0,1,16/02/2013,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,Spain
1052,1969,Graduation,Married,"$56,796 ",0,1,16/02/2013,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,Australia
9760,1963,PhD,Widow,"$52,278 ",0,1,25/01/2013,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,1,0,Saudi Arabia
7101,1963,PhD,Widow,"$52,278 ",0,1,25/01/2013,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,Spain
9909,1996,postgraduate,Married,"$7,500 ",0,0,11/9/2012,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,1,0,Australia
5907,1952,postgraduate,Married,"$33,444 ",1,1,11/3/2012,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,Spain
793,1973,Graduation,Married,"$20,895 ",1,0,10/6/2012,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0,Australia
8832,1976,postgraduate,relationship,"$37,509 ",1,0,9/12/2012,24,37,5,56,12,8,5,2,3,0,4,7,0,0,0,0,0,0,0,Germany
2535,1978,postgraduate,Married,"$88,097 ",1,0,18/08/2012,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,1,0,Spain
1523,1973,Graduation,Married,"$59,041 ",1,1,5/7/2014,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,0,Saudi Arabia
1839,1974,Graduation,Single,"$43,322 ",0,0,21/04/2014,25,56,7,48,10,2,18,1,3,0,4,7,0,0,0,0,0,0,0,India
9972,1955,PhD,relationship,"$46,015 ",1,1,13/04/2014,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,Saudi Arabia
2945,1955,PhD,relationship,"$46,015 ",1,1,13/04/2014,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,Canada
9291,1959,postgraduate,Married,"$34,242 ",0,1,23/03/2014,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,Spain
2829,1955,Graduation,Married,"$65,210 ",0,1,3/10/2014,25,626,0,70,0,7,28,2,9,3,8,6,0,1,0,1,0,0,0,Canada
8594,1958,PhD,Widow,"$50,520 ",0,1,28/01/2014,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0,Spain
1592,1970,Graduation,Married,"$90,765 ",0,0,24/01/2014,25,547,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,0,0,Canada
4310,1944,Graduation,Married,"$80,589 ",0,0,22/01/2014,25,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,1,0,Australia
6950,1958,postgraduate,Married,"$49,572 ",1,1,15/12/2013,25,35,1,16,0,1,1,2,2,0,3,7,0,0,0,0,0,0,0,Canada
8492,1978,Graduation,relationship,"$75,437 ",0,0,11/9/2013,25,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,0,0,Spain
5684,1971,postgraduate,Divorced,"$44,635 ",1,1,10/11/2013,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,Spain
5909,1964,Graduation,Married,"$58,512 ",0,1,19/09/2013,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,Germany
9855,1952,PhD,Single,"$62,000 ",0,1,25/08/2013,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,Spain
975,1956,Graduation,Single,"$54,252 ",1,1,28/05/2013,25,178,4,26,8,4,44,5,4,1,5,6,0,0,0,0,0,0,0,Australia
8754,1974,PhD,relationship,"$45,068 ",0,1,16/05/2013,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,Spain
1456,1979,Graduation,Single,"$60,474 ",0,1,4/1/2013,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,India
2849,1979,Graduation,Single,"$60,474 ",0,1,4/1/2013,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,Canada
9984,1981,postgraduate,Married,"$56,337 ",1,1,27/03/2013,25,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,1,0,Spain
5527,1987,Graduation,relationship,"$22,434 ",1,0,13/02/2013,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,0,Spain
5628,1982,Graduation,relationship,"$61,416 ",0,0,2/8/2013,25,848,154,323,201,61,78,1,10,3,10,6,1,0,0,0,0,0,0,United States
7627,1975,postgraduate,Married,"$92,163 ",0,0,12/12/2012,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,1,0,Spain
1351,1956,postgraduate,relationship,"$58,656 ",0,1,20/09/2012,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,Spain
10395,1986,Basic,Single,"$8,940 ",1,0,22/08/2012,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,Spain
6961,1974,Graduation,Married,"$26,751 ",2,0,22/05/2014,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,Spain
10196,1978,Graduation,Married,"$71,427 ",2,0,3/12/2014,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,United States
6182,1984,Graduation,relationship,"$26,646 ",1,0,2/10/2014,26,11,4,20,10,3,5,2,2,0,4,6,0,0,0,0,0,0,0,United States
10432,1974,Graduation,Divorced,"$19,346 ",1,0,30/01/2014,26,2,0,9,3,6,2,1,1,0,3,8,0,0,0,0,0,0,0,Canada
1542,1975,Graduation,Single,"$56,243 ",1,2,30/12/2013,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0,United States
4220,1970,PhD,Married,"$59,892 ",0,1,11/2/2013,26,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,0,Canada
4141,1965,Graduation,relationship,"$71,613 ",0,0,21/08/2013,26,426,49,127,111,21,42,1,8,2,10,4,0,0,0,0,0,0,0,United States
1940,1986,Graduation,Married,"$25,252 ",1,0,7/12/2013,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,Australia
1506,1975,Graduation,Single,"$42,160 ",1,1,28/06/2013,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,1,0,Spain
6347,1979,Basic,Single,"$15,862 ",1,0,27/06/2013,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,0,Spain
1361,1974,postgraduate,Married,"$82,584 ",0,0,6/4/2013,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,1,0,Spain
9422,1989,Graduation,Married,"$38,360 ",1,0,31/05/2013,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,0,Australia
1081,1957,PhD,Married,"$75,283 ",1,2,27/03/2013,26,733,9,180,12,19,66,11,6,3,5,4,0,0,0,0,0,0,0,Saudi Arabia
7458,1956,postgraduate,relationship,"$34,941 ",1,1,3/6/2013,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,Australia
1012,1952,Graduation,Single,"$61,823 ",0,1,18/02/2013,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,0,Australia
5453,1956,postgraduate,Married,"$90,226 ",0,0,26/09/2012,26,1083,108,649,253,151,108,1,4,7,12,2,0,0,0,1,0,0,0,Saudi Arabia
6818,1974,Graduation,Married,"$44,989 ",0,1,9/12/2012,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,Spain
7807,1974,Graduation,Married,"$44,989 ",0,1,9/12/2012,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,Spain
7532,1980,Graduation,Married,"$43,586 ",0,1,30/08/2012,26,99,2,11,4,0,16,3,3,0,4,8,0,0,0,0,0,0,0,Germany
8346,1974,Graduation,Single,"$32,233 ",1,0,19/08/2012,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,1,0,Spain
5564,1969,Graduation,relationship,"$62,882 ",0,1,8/9/2012,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,Australia
3267,1963,postgraduate,relationship,"$57,288 ",0,1,25/06/2014,27,527,0,21,0,0,60,3,8,1,8,6,0,1,0,0,0,0,0,Canada
3091,1981,postgraduate,relationship,"$75,774 ",1,0,5/2/2014,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,Saudi Arabia
762,1981,postgraduate,relationship,"$75,774 ",1,0,5/2/2014,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,Spain
8029,1988,postgraduate,Single,"$90,247 ",0,0,29/04/2014,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,1,0,United States
4376,1960,postgraduate,Single,"$32,218 ",0,0,15/02/2014,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,1,0,Spain
10981,1988,Graduation,Married,"$84,219 ",0,0,2/2/2014,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,Saudi Arabia
486,1988,Graduation,Married,"$84,219 ",0,0,2/2/2014,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,Canada
1158,1966,Graduation,Divorced,"$48,877 ",0,1,1/5/2014,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0,Spain
9119,1950,Graduation,relationship,"$60,905 ",0,1,12/5/2013,27,208,17,76,36,17,38,2,3,3,7,2,0,0,0,0,0,0,0,United States
6694,1964,Graduation,Married,"$75,236 ",0,1,25/11/2013,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0,Spain
10573,1953,Graduation,Divorced,"$62,551 ",0,0,18/11/2013,27,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,0,India
10140,1983,PhD,relationship,"$70,123 ",0,0,28/09/2013,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,0,India
2286,1962,Graduation,Single,"$50,785 ",1,1,9/10/2013,27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,0,Canada
8420,1970,postgraduate,Married,"$15,315 ",0,0,8/3/2013,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,Spain
10065,1970,postgraduate,Married,"$15,315 ",0,0,8/3/2013,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,Spain
1029,1970,PhD,relationship,"$64,413 ",0,1,8/1/2013,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,Spain
4207,1981,PhD,Married,"$87,171 ",0,0,5/1/2013,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,0,Spain
10277,1961,Graduation,Single,"$30,081 ",0,1,21/02/2013,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,Spain
4436,1976,Graduation,Single,"$20,180 ",0,0,20/02/2013,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,Spain
2929,1976,Graduation,Single,"$20,180 ",0,0,20/02/2013,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,Spain
6281,1966,Graduation,Divorced,"$55,686 ",0,1,14/02/2013,27,673,0,199,37,47,26,2,6,3,5,4,1,0,0,0,0,0,0,Spain
10390,1959,postgraduate,Married,"$26,887 ",0,1,2/10/2013,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,Spain
2574,1977,PhD,Married,"$61,996 ",0,1,31/01/2013,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,1,0,Spain
709,1952,Graduation,Divorced,"$51,537 ",0,1,12/9/2012,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,Saudi Arabia
5955,1962,Graduation,relationship,"$72,025 ",0,0,17/11/2012,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,Spain
8486,1971,postgraduate,relationship,"$30,538 ",1,0,10/1/2012,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,Spain
10343,1991,postgraduate,Single,"$61,618 ",0,0,29/09/2012,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,0,India
6652,1965,Graduation,Married,"$77,343 ",0,0,6/9/2014,28,227,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,0,0,Canada
